,DNA16S_1,DNA16S_2,DNA16S_3,DNA16S_4,DNA16S_5,DNA16S_6,DNA16S_8,DNA16S_9,DNA16S_10,DNA16S_11,DNA16S_12,DNA16S_13,DNA16S_14,DNA16S_15,DNA16S_16,DNA16S_17,DNA16S_18,DNA16S_20,DNA16S_21,DNA16S_22,DNA16S_23,DNA16S_24,DNA16S_25,DNA16S_26,DNA16S_27,DNA16S_28,DNA16S_29,DNA16S_31,DNA16S_33,DNA16S_34,DNA16S_35,DNA16S_36,DNA16S_37,DNA16S_38,DNA16S_39,DNA16S_40,DNA16S_41,DNA16S_42,DNA16S_43,DNA16S_44,DNA16S_45,DNA16S_46,DNA16S_47,DNA16S_48,DNA16S_49,DNA16S_50,DNA16S_51,DNA16S_52,DNA16S_53,DNA16S_54,DNA16S_55,DNA16S_56,DNA16S_57,DNA16S_58,DNA16S_59,DNA16S_60
OTU714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006351088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007235017,0,0,0,0,0.002723312,0,0,0,0,0,0,0
OTU715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038126362,0,0,0,0,0,0,0
OTU716,0.004389623,0,0.016393236,0,0.00604215,0.009598925,0,0,0.009640877,0,0,0.00733595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009389084,0.008468118,0,0,0.019305019,0.019832189,0,0.003309541,0,0,0,0,0,0,0,0,0,0.021705052,0,0.002327882,0,0.033725017,0.019063181,0,0,0,0,0,0,0
OTU717,0,0.005867856,0,0,0,0,0,0,0.007230658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004939674,0,0,0,0,0,0.004576659,0.012121212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU718,0.004389623,0,0.007566109,0,0,0,0,0,0.006025548,0,0,0,0,0.00987947,0,0,0,0.005636184,0,0.038839979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003550002,0,0,0,0,0,0,0,0
OTU719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002206361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU720,0,0,0.002522036,0.004591948,0,0.006399283,0,0,0,0,0,0.00733595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010299457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU721,0,0,0,0.021811753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017555563,0.022532672,0,0.008775265,0,0,0,0,0,0.015449185,0,0.006102212,0,0,0,0,0,0,0,0,0,0,0,0,0.034603485,0,0.013260841,0.051475026,0.020424837,0.006799098,0.002984807,0,0,0,0.003572385,0
OTU722,0,0,0,0.005739935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009013069,0,0,0,0,0,0.008468118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002411062,0,0,0,0,0.003567797,0,0,0,0
OTU723,0.002926415,0,0.003783054,0,0.00241686,0,0,0,0.002410219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018780518,0,0,0,0.00969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU724,0.002926415,0,0.002522036,0,0,0,0,0,0.002410219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011031805,0,0,0,0.008575839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU725,0,0,0,0,0,0.004799462,0,0,0.014461316,0.02887753,0,0,0,0,0,0,0,0,0,0,0.022822232,0,0,0,0.027540622,0,0,0,0,0,0.034320034,0,0,0.019857248,0,0.014745457,0,0,0,0,0.009172629,0,0,0,0,0,0,0,0,0,0.017908844,0,0,0,0,0
OTU726,0,0,0,0,0,0,0,0,0,0,0,0,0.012723456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002327882,0,0,0,0.004532732,0,0,0,0,0,0
OTU727,0,0,0,0,0,0.003199642,0,0,0.003615329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003567797,0,0,0,0
OTU728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008468118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008954422,0,0,0,0,0
OTU729,0,0.004400892,0.005044073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU730,0.010242454,0,0.006305091,0.021811753,0,0.015998208,0,0.023171749,0.0373584,0.025989777,0,0.051351649,0,0,0,0,0,0,0.031370909,0,0,0,0,0,0,0.009879348,0.054769654,0.027521382,0.187805183,0,0,0.004576659,0,0.009928624,0,0,0,0.042879195,0,0.009695089,0.013758943,0,0,0,0,0,0,0,0,0,0.041787303,0,0,0,0.069661516,0
OTU731,0,0,0,0.003443961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002469837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003616593,0,0,0,0.004477211,0,0,0,0,0
OTU733,0,0,0,0,0,0.004799462,0,0.0092687,0,0,0,0,0,0,0,0,0,0.005636184,0,0,0,0,0,0,0,0,0,0.006351088,0,0,0,0.01525553,0,0,0,0,0,0,0.031647,0,0.013758943,0,0,0.007235017,0,0.004655764,0,0,0,0,0,0,0.039643553,0,0,0
OTU734,0,0,0,0,0,0,0,0,0.003615329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004576659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003511113,0,0,0,0,0,0,0.004234059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005351696,0,0,0,0
OTU736,0,0,0.002522036,0,0,0,0,0,0,0,0,0,0.012723456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU737,0,0,0,0.004591948,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011272369,0.006971313,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00969697,0,0,0,0,0.014293065,0,0,0,0,0,0,0,0,0,0,0,0.002266366,0,0,0,0,0,0.004224757
OTU738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006204051,0,0,0.003704756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002266366,0.002984807,0,0,0,0,0
OTU739,0,0,0.002522036,0,0,0.003199642,0,0,0,0.005775506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006259389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003399549,0,0,0,0,0,0
OTU740,0,0.002933928,0,0,0.01087587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007022225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024509804,0,0,0,0,0,0,0
OTU741,0.004389623,0,0.002522036,0,0,0,0,0.0092687,0,0.017326518,0,0,0.012723456,0,0,0,0,0,0.01045697,0,0,0,0,0,0,0.002469837,0,0,0,0,0,0,0.004848485,0,0,0,0,0,0,0,0.006879472,0,0,0,0,0.002327882,0.003616593,0,0,0,0,0.005351696,0,0,0,0
OTU742,0,0,0,0.002295974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007694971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU743,0,0.005867856,0,0,0,0.003199642,0,0,0.025307303,0.03754079,0,0,0,0.049397352,0,0,0,0,0.006971313,0,0.047400021,0,0,0,0,0,0.003129695,0,0,0,0,0,0.00969697,0,0,0,0.00799105,0.005717226,0,0,0,0,0,0,0.010177496,0,0.006027655,0,0,0,0,0,0,0,0,0.006337136
OTU744,0.010242454,0.002933928,0,0,0.00241686,0,0.040139149,0,0,0,0,0,0,0,0,0,0,0.005636184,0,0,0.005266669,0,0,0.014625442,0,0.018523778,0,0,0,0.025748642,0,0,0,0,0,0.007372728,0,0.014293065,0,0,0.004586314,0.005417705,0,0,0,0,0,0,0,0,0.013431633,0,0.003447265,0,0,0
OTU745,0,0,0.002522036,0.002295974,0.00362529,0,0,0,0.007230658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008468118,0,0,0,0,0.004848485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005969615,0,0,0,0,0
OTU746,0,0,0.002522036,0,0,0.017598029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003511113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056554688,0,0,0,0.224285542,0,0,0,0,0.020424837,0.003399549,0,0,0,0,0,0
OTU747,0,0,0,0,0,0,0,0,0.002410219,0,0,0,0,0.019758941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002206361,0,0,0,0.005717226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU748,0.017558492,0,0,0,0,0,0,0,0.059050374,0.069306073,0,0,0,0,0,0,0.140007,0,0,0.058259969,0,0,0,0.049726504,0,0,0,0.021170294,0,0,0,0,0,0,0,0,0,0,0,0.029085268,0,0,0,0,0,0.015131234,0.021699558,0,0,0,0,0,0,0,0,0
OTU749,0.023411322,0,0.052962762,0,0,0,0,0.041709148,0.027717522,0.03754079,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020475619,0,0.028403127,0.031296945,0,0,0,0,0,0,0.014341346,0,0,0.0479463,0,0.049731,0.024237724,0,0,0.062932662,0,0,0.012803352,0,0,0,0,0,0.028542377,0,0,0,0
OTU750,0,0,0.003783054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003511113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002411062,0,0,0.002266366,0,0,0,0,0,0
OTU751,0,0,0.022698327,0,0.00483372,0,0,0,0,0.017326518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00799105,0,0,0,0,0,0,0,0,0,0,0,0.002723312,0,0,0,0,0,0,0
OTU752,0,0,0.008827127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010299457,0,0.003051106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009644248,0.010650005,0.010893246,0,0,0,0.017236327,0,0,0
OTU753,0,0,0,0,0,0.003199642,0,0,0,0,0,0,0,0.093854969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005149728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU755,0,0,0,0,0,0,0,0,0.002410219,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006204051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003491823,0,0,0,0,0,0,0,0,0,0
OTU756,0,0.218577632,0.017654254,0.142350389,0.174013921,0.211176348,0,0,0.186791998,0,0.209399721,0.282434068,0.438959221,0,0,0,0,0,0,0,0.136933394,0,0,0,0,0,0.153355033,0,0,0,0,0.147978642,0.271515152,0,0.342426224,0.398127327,0,0.337316334,0,0,0,0,0,0,0,0,0,0,0,0,0.155209981,0.189093244,0.187875967,0.223329325,0,0
OTU757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011700354,0,0,0,0.023287323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004070998,0,0.006027655,0,0,0,0,0,0,0,0,0
OTU758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012702176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005170898,0,0,0
OTU759,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014819206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007372728,0.010654733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU760,0.010242454,0,0.002522036,0.020663766,0,0,0,0,0.003615329,0.034653036,0,0,0.025446911,0,0,0,0,0,0,0,0,0.031545741,0.006204051,0,0.055081245,0.02593329,0,0,0,0.005149728,0,0,0,0.012134985,0.019237428,0,0,0,0.013563,0.017774331,0,0,0,0,0,0,0,0,0,0,0,0,0.008618164,0,0,0
OTU761,0,0,0,0,0,0.004799462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU762,0,0,0,0.002295974,0.00241686,0,0,0,0,0,0,0.033011774,0.025446911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018431821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU763,0,0,0,0,0,0.006399283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00799105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU764,0,0,0,0,0,0,0,0,0.002410219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004848485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003567797,0,0,0,0
OTU765,0.008779246,0,0,0.002295974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003550002,0,0,0,0,0,0,0,0
OTU766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141840969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06035003,0,0,0,0,0,0,0,0
OTU767,0,0,0,0.002295974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021300011,0,0,0,0.007135594,0,0,0,0
OTU768,0,0,0,0,0,0.003199642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005850177,0,0,0,0.004234059,0,0.010299457,0,0,0,0,0,0,0,0,0,0,0.004586314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002327882,0,0,0,0,0,0,0,0,0.005358578,0
OTU770,0,0,0,0,0,0,0,0,0,0,0,0,0.019085184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025040691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002723312,0,0,0,0,0,0,0
OTU771,0.002926415,0,0.003783054,0.009183896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005850177,0,0.006174593,0,0,0,0,0.004290004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005170898,0,0,0
OTU772,0,0,0,0.002295974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002984807,0,0,0,0,0
OTU773,0,0,0.005044073,0.029847662,0.00241686,0,0,0,0.015666426,0,0,0,0,0.074096028,0,0,0,0,0,0,0,0,0,0,0,0.009879348,0,0,0,0,0.004290004,0,0,0,0,0,0,0,0,0,0,0,0.007866583,0,0.014248494,0.002327882,0.032549336,0.003550002,0.046296296,0.005665915,0.056711339,0,0,0,0.014289542,0
OTU774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002469837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU775,0,0,0.002522036,0.003443961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002469837,0,0,0,0,0.004290004,0,0,0.004412722,0.007694971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU776,0,0,0,0,0,0.003199642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007724593,0,0,0,0,0,0,0.010654733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004290004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017555563,0.013519603,0,0,0,0,0,0,0,0,0.004290004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00953159,0.005665915,0,0,0,0,0,0
OTU779,0.016095284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02589332,0.021066676,0,0,0,0,0.003704756,0,0,0,0,0,0,0,0.003309541,0.011542457,0,0.013318417,0.005717226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU780,0,0,0.002522036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004412722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU781,0,0,0.002522036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053250027,0.017701525,0.023796843,0,0,0,0,0,0
OTU783,0,0,0,0.003443961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010585147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008438717,0,0,0,0,0,0,0,0.012503349,0
OTU784,0,0,0,0,0,0,0,0,0,0.017326518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011059092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU786,0.005852831,0,0.007566109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051786639,0,0,0,0,0,0.002469837,0,0,0,0,0,0.013729977,0,0,0,0,0,0,0,0,0.004586314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU787,0,0,0,0,0,0,0,0,0,0,0,0,0.019085184,0,0,0,0,0,0,0,0,0,0,0,0,0.002469837,0,0,0,0.007724593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002327882,0,0,0,0,0,0,0,0,0,0
OTU788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01941999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011059092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004823345,0,0,0,0,0,0,0,0,0,0,0,0
OTU790,0,0,0,0.003443961,0.00483372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012702176,0,0,0,0,0,0,0.011542457,0.007372728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU791,0,0.013202676,0.005044073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005358578,0
OTU793,0,0,0,0,0,0.003199642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005636184,0,0,0.003511113,0,0,0,0,0.002469837,0.003129695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005417705,0.007866583,0,0,0.004655764,0,0,0,0,0,0.008919493,0,0,0.014289542,0.008449514
OTU795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017550531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003231696,0,0,0,0,0,0,0,0,0.014978214,0,0,0,0,0,0,0
OTU796,0.045359437,0.080683018,0.005044073,0.030995649,0,0.099188891,0,0.018537399,0.053024825,0,0,0,0,0,0,0,0,0.061998027,0.041827878,0,0.003511113,0,0.009306077,0,0,0.022228534,0.010953931,0.004234059,0,0,0,0,0,0,0,0.066354555,0.005327367,0,0,0.004847545,0.004586314,0,0,0,0,0,0.006027655,0,0.006808279,0.003399549,0.040294899,0.039245768,0,0,0,0
OTU797,0,0,0,0.003443961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003616593,0,0.005446623,0,0,0,0,0,0,0
OTU798,0,0,0,0,0.00362529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006435006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005170898,0,0,0
OTU799,0,0,0,0,0,0,0,0,0,0.005775506,0,0,0,0,0,0,0,0,0.01045697,0,0,0,0,0,0,0.002469837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003491823,0,0,0,0,0,0,0,0,0,0
OTU800,0,0.010268748,0,0.013775844,0,0,0,0,0,0.011551012,0,0.0146719,0,0,0,0,0,0.042271382,0,0,0,0.013519603,0,0,0,0,0.006259389,0,0.018780518,0.028323506,0.017160017,0.009153318,0,0.014341346,0,0.014745457,0,0,0,0,0,0,0,0.004823345,0,0,0,0,0,0,0.008954422,0,0,0,0,0
OTU801,0,0,0.049179708,0,0,0.009598925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021170294,0,0,0,0.039664378,0,0,0,0,0,0,0,0,0,0,0,0.014470035,0,0,0,0,0,0,0,0,0.062050778,0,0,0
OTU802,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00987947,0,0,0,0,0,0.032366649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020010291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU803,0.002926415,0.002933928,0.002522036,0.005739935,0,0.004799462,0,0,0.009640877,0,0,0,0,0,0,0,0,0,0,0.01294666,0.007022225,0,0,0,0,0,0,0,0,0.010299457,0,0,0,0,0.015389943,0,0,0,0,0,0.006879472,0,0,0,0.006106497,0,0.004822124,0,0,0,0,0.003567797,0,0,0,0
OTU804,0,0.002933928,0,0.005739935,0.00241686,0,0,0,0.003615329,0,0.023266636,0,0,0,0,0,0,0,0.073198787,0,0.005266669,0.018026138,0,0,0,0,0,0.006351088,0,0.077245925,0,0,0,0,0,0,0,0.005717226,0,0,0,0,0,0,0,0.006983647,0.010849779,0,0.020424837,0.012465013,0.007462018,0.003567797,0.003447265,0,0,0
OTU805,0,0,0,0,0.00241686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012254902,0,0,0,0,0,0,0
OTU807,0,0,0,0.008035909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15975008,0,0,0,0,0,0,0,0
OTU808,0,0,0.007566109,0,0.00483372,0,0,0.018537399,0.004820439,0,0,0,0,0,0,0,0,0.005636184,0,0.01294666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU809,0,0,0.002522036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010533338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU810,0,0,0,0.003443961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002984807,0,0,0,0,0
