,DNA16S_1,DNA16S_2,DNA16S_3,DNA16S_4,DNA16S_5,DNA16S_6,DNA16S_8,DNA16S_9,DNA16S_10,DNA16S_11,DNA16S_12,DNA16S_13,DNA16S_14,DNA16S_15,DNA16S_16,DNA16S_17,DNA16S_18,DNA16S_20,DNA16S_21,DNA16S_22,DNA16S_23,DNA16S_24,DNA16S_25,DNA16S_26,DNA16S_27,DNA16S_28,DNA16S_29,DNA16S_31,DNA16S_33,DNA16S_34,DNA16S_35,DNA16S_36,DNA16S_37,DNA16S_38,DNA16S_39,DNA16S_40,DNA16S_41,DNA16S_42,DNA16S_43,DNA16S_44,DNA16S_45,DNA16S_46,DNA16S_47,DNA16S_48,DNA16S_49,DNA16S_50,DNA16S_51,DNA16S_52,DNA16S_53,DNA16S_54,DNA16S_55,DNA16S_56,DNA16S_57,DNA16S_58,DNA16S_59,DNA16S_60
OTU367,0.010242454,0.029339279,0.045396653,0.003443961,0.00362529,0.020797671,0,0.018537399,0.040973729,0.089520344,0,0.033011774,0,0,0.108069164,0,0,0.008454276,0.020913939,0,0.012288894,0.018026138,0.027918231,0.032175973,0.018360415,0.014819023,0.010953931,0.052925735,0,0,0.040755041,0.032036613,0.007272727,0.033095414,0.015389943,0.047922734,0.026636833,0.005717226,0,0.035548661,0,0,0,0,0,0,0.006027655,0.021300011,0.00953159,0,0.011939229,0.003567797,0.022407225,0.011452786,0.028579084,0.012674271
OTU368,0.030727361,0.035207135,0.027742399,0.039031558,0.0362529,0.01919785,0.026759433,0.055612198,0.012051097,0.023102024,0,0.051351649,0,0.093854969,0,0.125628141,0,0.016908553,0.031370909,0,0.024577789,0.036052276,0,0.061426858,0.027540622,0.020993615,0.015648473,0.021170294,0,0.007724593,0.015015015,0.039664378,0.041212121,0.02426997,0,0.06266819,0.053273667,0.034303356,0,0.02746942,0.038983673,0,0.019666457,0.016881707,0.004070998,0.03142641,0.021699558,0.014200007,0.006808279,0,0.071635376,0.010703391,0.006894531,0,0.005358578,0
OTU369,0.016095284,0.013202676,0.005044073,0.013775844,0.01570959,0.033596237,0,0,0.002410219,0,0,0,0,0,0,0,0,0.008454276,0,0,0.01931112,0,0,0.008775265,0,0.002469837,0.009389084,0.004234059,0,0.007724593,0,0,0,0,0,0,0,0,0,0.016158482,0,0,0,0.016881707,0,0.011639411,0.027727212,0.003550002,0.010893246,0.01133183,0,0,0.006894531,0,0.007144771,0
OTU370,0.029264153,0.002933928,0.04791869,0.033291623,0.02175174,0.017598029,0.066898582,0.0092687,0.053024825,0.005775506,0,0,0,0.014819206,0,0,0.122506125,0,0,0,0.010533338,0.013519603,0.065142538,0.023400708,0.050491141,0.018523778,0.081372058,0.10161741,0,0,0.098670099,0.059496568,0.00969697,0.012134985,0.053864799,0.007372728,0.013318417,0.020010291,0.058773001,0.042012054,0.052742616,0.027088525,0.019666457,0.05788014,0.006106497,0.06285282,0.020494027,0.042600021,0.038126362,0.035128673,0.014924037,0.030326275,0.01895996,0.080169501,0.014289542,0.027460921
OTU371,0.030727361,0.023471424,0.061789889,0.026403701,0.02054331,0.014398387,0,0,0.044589058,0.106846862,0,0.00733595,0,0.00987947,0,0,0,0,0,0,0.015800007,0.018026138,0.021714179,0.005850177,0.018360415,0.032107882,0.031296945,0.048691676,0.025040691,0.038622963,0.034320034,0,0.021818182,0.007722263,0,0,0.021309467,0,0,0.006463393,0,0.016253115,0,0.026528397,0,0,0,0.007100004,0.017701525,0,0.019401248,0.010703391,0.055156247,0.017179179,0.005358578,0.016899028
OTU372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009013069,0,0,0,0,0.003129695,0,0,0,0.004290004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012425006,0,0,0,0,0,0,0,0
OTU373,0.013168869,0,0.005044073,0,0.00241686,0.004799462,0,0,0.013256206,0.005775506,0,0.00733595,0.019085184,0,0.090057637,0,0,0,0.006971313,0,0.014044451,0,0.012408102,0,0,0,0.003129695,0,0,0,0,0.004576659,0,0.003309541,0.007694971,0,0,0,0,0,0.004586314,0.008126558,0,0,0,0,0,0,0,0.005665915,0,0.005351696,0.01895996,0.011452786,0,0
OTU374,0,0.010268748,0.006305091,0,0,0,0,0.0092687,0.004820439,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006204051,0,0,0.002469837,0,0.006351088,0,0,0,0.003051106,0,0,0.007694971,0,0.005327367,0,0,0,0,0.005417705,0,0,0,0.011639411,0.006027655,0,0.005446623,0,0,0.005351696,0.003447265,0,0,0
OTU375,0.008779246,0.010268748,0.022698327,0.014923831,0,0,0.013379716,0,0.003615329,0,0,0,0,0,0,0.031407035,0,0,0,0,0.010533338,0,0.006204051,0,0.009180207,0.02593329,0.009389084,0,0,0,0,0,0,0.005515902,0,0.007372728,0,0,0,0,0.009172629,0,0,0,0.004070998,0.009311529,0,0.008875004,0.002723312,0,0.008954422,0.003567797,0.005170898,0,0,0
OTU376,0.014632076,0.019070532,0.027742399,0.002295974,0.00966744,0.011198746,0,0.013903049,0.007230658,0.023102024,0,0,0,0,0,0,0,0.019726645,0,0,0.014044451,0.009013069,0.009306077,0,0.009180207,0.03457772,0.009389084,0,0,0.028323506,0.004290004,0,0,0,0,0.007372728,0.005327367,0,0,0,0,0.008126558,0,0,0.014248494,0,0.002411062,0,0,0.004532732,0.013431633,0.019622884,0.003447265,0,0,0
OTU377,0.07462359,0.026405351,0.03404749,0.060843311,0.04954563,0.036795879,0.026759433,0.041709148,0.008435768,0.005775506,0.023266636,0.025675824,0.038170367,0,0,0.06281407,0,0.005636184,0.017428283,0.01941999,0.015800007,0.022532672,0.006204051,0.026325796,0,0.020993615,0.012518778,0.010585147,0.075122073,0.046347555,0.008580009,0.048817696,0.026666667,0.030889053,0.053864799,0.029490913,0.045282617,0.02858613,0,0.012926786,0.016052101,0,0.015733166,0.033763415,0,0.012803352,0.030138274,0.005325003,0.017701525,0.013598196,0.013431633,0.007135594,0.003447265,0.011452786,0.010717156,0.006337136
OTU378,0.027800945,0,0.011349163,0.02295974,0.00966744,0.004799462,0.113727589,0.027806099,0.031332851,0,0,0.00733595,0,0.054337088,0.162103746,0,0,0.016908553,0,0,0.010533338,0,0.021714179,0.020475619,0,0.006174593,0.014083625,0.012702176,0.025040691,0.06179674,0,0.016781083,0,0.005515902,0,0.033177277,0.00799105,0,0,0.024237724,0,0.016253115,0.055066079,0,0,0,0.013260841,0,0.010893246,0.007932281,0.004477211,0.030326275,0.01895996,0.028631965,0.003572385,0
OTU379,0.019021699,0.016136604,0.026481381,0.04591948,0.01933488,0.022397491,0.280974043,0.120493095,0.068691251,0.144387652,0.069799907,0,0,0.153131792,0.036023055,0,0,0.053543751,0.052284848,0.135939927,0.01931112,0.067598017,0.034122282,0.029250885,0.133113008,0.051866579,0.089196294,0.209585909,0.206585702,0.090120246,0.085800086,0.102212052,0.092121212,0.154445266,0.053864799,0.073727283,0.042618933,0.060030873,0.022605,0.056554688,0.027517887,0.059594756,0.070799245,0.101290245,0,0.012803352,0.022905089,0.026625013,0.016339869,0.041927771,0.047756917,0.016055087,0.067221676,0.045811144,0,0.103506548
OTU380,0,0.010268748,0,0.008035909,0,0,0,0,0.004820439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00864443,0,0,0.018780518,0,0,0,0,0,0,0,0,0,0,0.008079241,0,0,0,0,0,0,0.016877434,0.015975008,0.005446623,0.016997745,0,0.008919493,0,0,0,0
OTU381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003447265,0,0,0
OTU382,0.02487453,0,0.007566109,0.005739935,0.0241686,0.027196954,0.020069575,0.027806099,0.019281755,0.03754079,0.069799907,0,0,0,0.180115274,0,0,0,0,0.02589332,0.024577789,0,0.083754692,0.029250885,0.032130726,0.066685602,0.045380571,0.10161741,0.075122073,0,0.148005148,0.106788711,0.029090909,0.008825444,0,0,0.00799105,0.020010291,0,0.009695089,0,0,0,0,0,0,0.004822124,0,0,0,0.110437871,0.033894072,0.091352535,0.09734868,0.080378673,0.061258978
OTU383,0.038043399,0.024938388,0.010088145,0.032143636,0.01087587,0.020797671,0,0,0.027717522,0.014438765,0,0.018339875,0,0.014819206,0,0.078517588,0,0,0.020913939,0,0.012288894,0,0,0,0.009180207,0.01728886,0.020343015,0.012702176,0,0.012874321,0.004290004,0.028985507,0.014545455,0.019857248,0.023084914,0.033177277,0.018645783,0.025727517,0.018084,0,0.006879472,0.035215083,0,0.007235017,0.004070998,0.02095094,0.021699558,0,0.002723312,0.009065464,0.029848073,0.005351696,0.027578124,0,0,0
OTU384,0.029264153,0.011735712,0.018915272,0.002295974,0.0120843,0.003199642,0,0,0.004820439,0.072193826,0,0,0,0.00987947,0,0,0,0,0.01045697,0,0.005266669,0.018026138,0,0,0.013770311,0.00864443,0.003129695,0.050808705,0,0,0.109395109,0,0.053333333,0.002206361,0.23084914,0.04423637,0.0319642,0,0.018084,0,0.004586314,0.027088525,0,0.00964669,0,0,0,0,0,0,0.002984807,0.008919493,0.005170898,0.011452786,0.003572385,0
OTU385,0,0,0.008827127,0,0,0,0,0.018537399,0.024102193,0.014438765,0,0,0,0,0.180115274,0,0,0,0,0,0,0,0,0,0,0,0.003129695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005665915,0,0.008919493,0.031025389,0,0,0
OTU386,0.004389623,0,0.003783054,0.010331883,0.00483372,0.003199642,0.013379716,0.0092687,0.002410219,0.031765283,0,0,0,0,0,0,0,0,0,0,0.003511113,0,0.006204051,0,0.087211971,0.007409511,0.037556335,0.012702176,0,0,0.004290004,0.007627765,0.007272727,0.003309541,0,0.007372728,0,0.011434452,0,0.006463393,0.025224729,0,0.007866583,0,0.004070998,0.011639411,0.063893142,0.063900032,0.012254902,0.014731379,0.014924037,0,0.025854491,0,0,0.010561893
OTU387,0,0,0,0.004591948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049335049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005969615,0,0.106865229,0,0,0
OTU388,0.029264153,0.016136604,0.03404749,0.035587597,0.05317092,0.033596237,0,0.0092687,0.013256206,0.092408097,0,0,0.108149373,0,0.090057637,0,0,0.005636184,0,0.097099948,0.049155577,0.022532672,0,0.005850177,0.027540622,0.029638045,0.035991487,0.055042764,0.012520346,0.015449185,0.064350064,0.006102212,0.024242424,0.011031805,0.0269324,0,0.018645783,0.022868904,0,0,0,0.02167082,0,0.007235017,0,0.006983647,0.018082965,0.035500018,0,0,0.011939229,0.037461869,0,0.017179179,0.044654818,0.004224757
OTU389,0.087792459,0.004400892,0.011349163,0.012627857,0.01691802,0.004799462,0.033449291,0.041709148,0.049409496,0,0.034899953,0,0.044532095,0.014819206,0,0,0,0.014090461,0.076684444,0.032366649,0.054422246,0.009013069,0.018612154,0.014625442,0,0.014819023,0.003129695,0,0.062601728,0.023173778,0.004290004,0.035087719,0.004848485,0.020960429,0,0,0,0.034303356,0,0,0.004586314,0.008126558,0.02753304,0.00964669,0.02239049,0.044229762,0.068715266,0.012425006,0.021786492,0.054392784,0.014924037,0.003567797,0.008618164,0,0.012503349,0.010561893
OTU390,0.059991513,0.621992724,0.262291774,0.019515779,0.102716551,0.499144096,0,0.115858745,0,0.075081579,0,0,0,0,0.162103746,0,0,0.076088488,0.062741817,0.097099948,0,0,0,0.198906017,0,0.347012115,0.004694542,0,0.250406911,0.20341427,0.184470184,0,0,0,0.0269324,0.070040919,0,0.014293065,0,0,0,0,0,0,0,0,0,0,0,0,0.04477211,0.007135594,0,0.166065395,0.053585782,0
OTU391,0.002926415,0,0.0138712,0,0,0.046394804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07197781,0,0,0.108228274,0,0.018523778,0,0,0,0.066946469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065115157,0,0.015131234,0.151896903,0.046150023,0.115740741,0,0,0,0,0,0.089309637,0
OTU392,0,0,0,0.012627857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003704756,0,0,0,0,0,0,0,0,0.015389943,0,0,0,0,0,0,0,0,0,0.012212995,0,0.078359513,0.131350066,0.104847495,0.163178352,0,0.024974579,0.017236327,0,0,0
OTU393,0.007316038,0,0.011349163,0.008035909,0,0,0,0.0092687,0,0.020214271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014819023,0,0,0.018780518,0,0,0,0,0,0,0.007372728,0,0,0,0,0,0,0,0,0,0,0,0,0.002723312,0,0,0,0,0,0,0.004224757
OTU394,0.008779246,0.005867856,0.010088145,0.003443961,0.01087587,0.012798567,0.013379716,0,0,0,0,0.029343799,0,0.044457617,0,0,0,0.005636184,0.031370909,0,0,0.013519603,0.009306077,0.005850177,0.050491141,0.01728886,0,0,0,0,0.032175032,0,0.004848485,0.033095414,0,0.051609098,0.029300517,0.017151678,0,0,0,0,0,0,0,0.008147588,0.014466372,0,0,0,0,0.049949159,0,0.057263929,0.028579084,0.004224757
OTU395,0,0,0.002522036,0.049363441,0,0.014398387,0,0,0,0,0,0,0,0,0,0,0,0.022544737,0.020913939,0.090626618,0.035111127,0,0.009306077,0.043876327,0,0.018523778,0,0.004234059,0.012520346,0.023173778,0.006435006,0,0,0,0.007694971,0,0,0,0,0,0,0,0.007866583,0,0.02239049,0.027934587,0.028932743,0.042600021,0.027233115,0.06799098,0.004477211,0,0.005170898,0.011452786,0,0
OTU396,0,0,0,0.004591948,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008454276,0,0,0,0,0.009306077,0.005850177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012803352,0.003616593,0,0,0,0.013431633,0.007135594,0,0,0,0.01478665
OTU397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009306077,0.011700354,0,0,0,0,0,0,0.006435006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12296416,0,0,0,0,0,0,0,0,0
OTU398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096950894,0.066501559,0,0,0.033763415,0.004070998,0.003491823,0.14828031,0.292875146,0.055827887,0.117851032,0,0,0,0,0,0
OTU399,0.033653776,0,0,0.008035909,0.0120843,0.014398387,0.033449291,0.055612198,0.022897084,0.025989777,0.058166589,0,0,0,0,0,0,0,0,0,0,0.013519603,0.034122282,0,0.137703112,0.014819023,0.007824236,0.004234059,0,0,0,0.019832189,0,0.015444527,0,0,0.021309467,0.037161969,0,0,0.043569987,0.01083541,0,0.026528397,0.032567986,0.008147588,0.003616593,0.154425077,0.002723312,0.007932281,0,0.042813565,0.003447265,0.068716715,0.053585782,0.004224757
OTU400,0,0,0,0,0,0.007999104,0,0,0.002410219,0,0,0,0,0,0,0,0,0.011272369,0,0,0,0,0.034122282,0,0,0,0.004694542,0.019053264,0,0.010299457,0.004290004,0.006102212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU401,0,0,0.008827127,0,0,0.014398387,0,0,0,0.03754079,0,0,0,0,0,0,0,0.025362829,0,0,0,0,0,0,0,0,0.01721332,0,0,0,0.010725011,0.025934401,0,0,0,0.036863641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034358358,0,0
OTU402,0,0,0.003783054,0.005739935,0,0.011198746,0,0,0.015666426,0.031765283,0,0,0,0,0,0,0,0,0,0.01294666,0,0,0.018612154,0,0,0.016053941,0.01721332,0.027521382,0.012520346,0.020598913,0,0,0,0,0,0,0,0,0,0,0.004586314,0,0,0,0,0,0.004822124,0,0,0,0.007462018,0,0.062050778,0,0,0.008449514
OTU403,0.007316038,0.008801784,0.005044073,0.009183896,0.00966744,0.017598029,0.033449291,0,0,0.017326518,0,0.00733595,0,0,0,0.094221106,0,0,0,0,0.008777782,0,0,0.014625442,0,0.030872964,0.004694542,0,0,0.020598913,0.004290004,0.012204424,0.00969697,0.005515902,0,0,0.013318417,0,0,0.012926786,0,0,0.023599748,0.01929338,0,0.011639411,0.028932743,0,0.004084967,0,0.005969615,0.005351696,0.008618164,0,0,0.012674271
OTU404,0.020484907,0.016136604,0.045396653,0.014923831,0.01812645,0.022397491,0,0.027806099,0.195227766,0.025989777,0,0,0,0,0.07204611,0,0,0.025362829,0.031370909,0,0.015800007,0.027039207,0.012408102,0,0.013770311,0.022228534,0,0.023287323,0,0.005149728,0,0.019832189,0.029090909,0,0.0269324,0.040550006,0.005327367,0.005717226,0,0,0.04127683,0,0.023599748,0.026528397,0,0.004655764,0,0.03905002,0.040849673,0.029462758,0.029848073,0.01248729,0.020683593,0,0,0
OTU405,0.162416048,0.212709776,0.083227198,0.175642012,0.207849961,0.167981186,0.194005887,0.152933543,0.045794167,0.173265182,0,0,0.260830842,0.197589409,0,0.219849246,0.332516626,0.214175004,0.045313535,0.297773175,0.114111162,0.135196034,0.393957254,0,0.413109336,0.146955308,2.003004507,0.247692438,0.369350194,0.275510467,0.381810382,0.154080854,0.024242424,0.172096153,0.273171482,0.221181848,0.404879868,0.025727517,0,0.046859599,0.018345258,0.086683281,0,0,0.077348966,0.024442763,0,0.747275374,0.039488017,0.046460503,0.196997284,0.076707637,0.232690418,0.44665865,0,0.139416984
OTU406,0,0.134960685,0.052962762,0.014923831,0.06525522,0.143983874,0.167246454,0.055612198,0.17835623,0,0,0,0,0,0,0,0.280014001,0.098633225,0.104569696,0,0.01931112,0.1306895,0.111672922,0.05850177,0,0.132136286,0,0.027521382,0,0,0,0,0.08,0,0.069254742,0,0.053273667,0.094334229,0,0,0,0,0,0.118171952,0,0.077984054,0.062687611,0.031950016,0,0.055525967,0.034325284,0.051733057,0.013789062,0.120254252,0,0
OTU407,0,0.005867856,0.007566109,0.005739935,0.00483372,0.006399283,0,0,0,0.011551012,0,0.022007849,0,0,0,0,0,0,0,0,0,0,0,0.020475619,0,0.006174593,0,0.008468118,0,0,0.008580009,0,0,0.006619083,0.057712285,0,0,0,0.013563,0.012926786,0,0,0.02753304,0,0,0.002327882,0.02411062,0.021300011,0.028594771,0,0.002984807,0,0.008618164,0,0,0
OTU408,0,0,0,0.004591948,0,0,0,0,0.007230658,0,0,0,0,0,0,0,0,0.014090461,0.031370909,0.01294666,0.03335557,0,0,0.008775265,0,0.012349186,0,0.008468118,0,0,0,0,0,0,0,0,0,0,0.009042,0,0,0,0,0,0.014248494,0,0.01205531,0,0,0.006799098,0,0.003567797,0,0,0.007144771,0
OTU409,0.011705661,0,0.012610181,0.018367792,0.00845901,0.012798567,0,0,0.010845987,0.017326518,0,0.00733595,0,0.00987947,0,0,0,0.005636184,0,0.02589332,0.008777782,0,0,0,0,0.012349186,0.012518778,0.012702176,0,0,0.012870013,0.007627765,0.004848485,0.002206361,0,0,0.018645783,0,0,0,0,0.01083541,0,0,0,0.002327882,0.002411062,0.003550002,0.002723312,0.002266366,0,0,0,0,0.003572385,0.006337136
OTU410,0,0,0,0.04591948,0.00483372,0.011198746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005850177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010177496,0.01047547,0.004822124,0,0.005446623,0.014731379,0.002984807,0,0,0,0,0
OTU411,0,0,0.002522036,0.006887922,0,0.006399283,0.013379716,0,0.002410219,0,0,0.0146719,0,0,0,0,0,0.008454276,0,0,0.007022225,0,0.009306077,0,0,0.002469837,0,0,0,0.010299457,0,0,0,0,0,0,0.005327367,0,0,0,0,0,0,0,0.004070998,0.01047547,0.159130089,0.262700131,0.12254902,0.16997745,0.035817688,0.010703391,0.01895996,0.011452786,0.030365276,0.008449514
OTU412,0.023411322,0.016136604,0.002522036,0.013775844,0.0120843,0.022397491,0.013379716,0,0.061460593,0.046204049,0,0.029343799,0.044532095,0,0,0,0.087504375,0.03945329,0,0,0.003511113,0,0,0,0.013770311,0.006174593,0.01721332,0.016936235,0,0,0.027885028,0.03051106,0,0.003309541,0.023084914,0.014745457,0,0,0.031647,0,0.052742616,0.04334164,0,0.055468467,0,0.005819706,0,0,0.021786492,0.006799098,0.013431633,0.005351696,0,0,0.010717156,0.044359949
OTU413,0,0,0.002522036,0.017219805,0,0.003199642,0,0,0.003615329,0,0.023266636,0.018339875,0,0,0,0.06281407,0,0,0.024399596,0.02589332,0.010533338,0,0.006204051,0,0,0.012349186,0,0,0,0,0.017160017,0.003051106,0,0.002206361,0.015389943,0,0,0.005717226,0,0,0,0,0,0.004823345,0,0,0,0,0.002723312,0.002266366,0,0,0.003447265,0,0.005358578,0.006337136
OTU414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00953159,0,0.005969615,0.07313984,0,0,0.010717156,0.025348542
OTU415,0.023411322,0.008801784,0.015132218,0.032143636,0.00604215,0.035196058,0,0,0.050614606,0.06641832,0,0.022007849,0,0.044457617,0.036023055,0.047110553,0.03500175,0,0.041827878,0,0.014044451,0.009013069,0,0.023400708,0.045901037,0.018523778,0.054769654,0.052925735,0,0.018024049,0.070785071,0.048817696,0.014545455,0.028682692,0,0.04423637,0,0.022868904,0.027126,0.025853572,0.032104201,0,0,0.00964669,0,0.008147588,0,0.065675033,0.021786492,0.010198647,0.031340477,0.010703391,0.022407225,0.022905572,0.026792891,0.035910435
OTU416,0.04974906,0.060145523,0.083227198,0.050511428,0.03746133,0.084790503,0.066898582,0,0.18076645,0.106846862,0.10469986,0.088031398,0.019085184,0,0,0,0.10500525,0.11835987,0.094112726,0.116519938,0,0.049571879,0.040326333,0,0,0,0,0.014819206,0,0.03089837,0.06006006,0.123569794,0.004848485,0,0,0.070040919,0.061264717,0.051455034,0.072336001,0.029085268,0.073381031,0.073139018,0.011799874,0.12540697,0,0.005819706,0.01205531,0.049700025,0.002723312,0.013598196,0,0.024974579,0.03791992,0,0,0.183776933
OTU417,0,0,0,0,0.00483372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066495066,0.042715484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047400021,0,0,0,0,0.01728886,0.004694542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU419,0,0,0,0.012627857,0.02175174,0,0,0.0092687,0,0,0,0,0,0,0,0,0,0.005636184,0,0,0.003511113,0,0,0,0,0.002469837,0.020343015,0,0,0.015449185,0,0,0,0.002206361,0,0,0,0,0,0,0,0,0,0,0,0.006983647,0,0,0.00953159,0,0,0.003567797,0,0,0.012503349,0
OTU420,0.002926415,0.019070532,0.012610181,0.094134934,0,0,0,0,0.002410219,0.13283664,0,0,0.025446911,0,0.396253602,0,0.700035002,0.019726645,0.073198787,0,0.007022225,0.072104552,0,0.008775265,0,0.004939674,0.012518778,0.152426116,0,0,0,0,0.004848485,0,0,0,0.00799105,0,0.040689,0,0.004586314,0.005417705,0,0.00964669,0.004070998,0.125705639,0.04942677,0.031950016,0.074891068,0.132582411,0.010446826,0.003567797,0.122377924,0,0.008930964,0
OTU421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004234059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU422,0,0.002933928,0,0,0,0.006399283,0,0,0,0,0,0,0,0,0,0.094221106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU423,0.057065098,0,0.006305091,0,0.00362529,0.007999104,0,0.013903049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008775265,0.03672083,0,0.090761142,0,0,0.1725159,0.010725011,0,0.024242424,0.137897559,0,0.136395473,0,0,0.009042,0,0,0,0,0,0,0,0,0,0,0,0.153717578,0.008919493,0.268886706,0.09734868,0,0.044359949
OTU424,0,0.002933928,0.015132218,0,0.00483372,0,0,0,0.002410219,0.008663259,0,0.022007849,0,0,0,0.047110553,0,0.011272369,0.013942626,0.01294666,0.022822232,0,0,0,0,0.019758697,0,0.004234059,0,0,0.008580009,0,0.012121212,0.003309541,0,0,0.013318417,0.008575839,0,0,0,0,0.007866583,0,0.004070998,0.009311529,0.004822124,0,0,0.009065464,0.002984807,0,0,0,0.007144771,0
OTU425,0.021948115,0.036674099,0.031525454,0.03443961,0.06767208,0.102388532,0.020069575,0,0.042178838,0.025989777,0.023266636,0.00733595,0,0,0,0,0,0,0,0.01941999,0.007022225,0.009013069,0.009306077,0.005850177,0.096392178,0.013584104,0.035991487,0.091032264,0,0,0.012870013,0,0.007272727,0.002206361,0.007694971,0,0.02397315,0,0.022605,0.014542634,0.009172629,0.01083541,0.015733166,0.012058362,0,0.018623058,0.032549336,0.007100004,0.043572985,0.01133183,0.005969615,0.005351696,0.024130858,0.011452786,0.010717156,0.033798057
OTU426,0.023411322,0.004400892,0.030264436,0.013775844,0.01570959,0.01919785,0,0,0.014461316,0.005775506,0,0,0.012723456,0,0,0,0,0.005636184,0,0,0.010533338,0,0,0,0.027540622,0.033342801,0.009389084,0,0.012520346,0,0.004290004,0.004576659,0,0,0,0,0,0.005717226,0,0.009695089,0.016052101,0,0,0.004823345,0,0.003491823,0.008438717,0.003550002,0.012254902,0.002266366,0,0.003567797,0.003447265,0,0,0
OTU427,0,0,0,0.004591948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006971313,0,0.005266669,0,0,0,0,0.003704756,0,0.014819206,0,0,0,0.003051106,0.007272727,0.003309541,0,0,0,0,0,0,0,0,0,0,0.008141996,0,0,0,0,0,0,0,0.070668942,0,0,0.004224757
OTU428,0,0.02200446,0,0.030995649,0.00483372,0.007999104,0,0.032440449,0.027717522,0,0,0.099035323,0.012723456,0.123493381,0,0,0,0,0,0.207146556,0.021066676,0,0.065142538,0.046801416,0.091802075,0.006174593,0.035991487,0,0.125203456,0,0,0.137299771,0,0.063984467,0.107729599,0,0.0319642,0.168658167,0,0,0,0,0.125865324,0.101290245,0,0.033754292,0,0.003550002,0.13208061,0.081589176,0,0.028542377,0.044814451,0,0.005358578,0.133079848
OTU429,0.002926415,0.002933928,0.085749234,0.005739935,0.04229505,0.003199642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002469837,0,0.014819206,0.043821209,0,0,0,0.012121212,0,0,0,0,0,0,0,0.096312603,0,0,0,0,0.037246115,0,0,0.010893246,0.003399549,0,0,0.079287106,0,0.021434313,0
