,ITS_1,ITS_2,ITS_3,ITS_4,ITS_5,ITS_6,ITS_7,ITS_9,ITS_10,ITS_11,ITS_13,ITS_14,ITS_15,ITS_16,ITS_17,ITS_18,ITS_19,ITS_20,ITS_21,ITS_22,ITS_23,ITS_24,ITS_25,ITS_26,ITS_27,ITS_28,ITS_29,ITS_30,ITS_31,ITS_32,ITS_33,ITS_34,ITS_35,ITS_36,ITS_37,ITS_38,ITS_39,ITS_40,ITS_41,ITS_42,ITS_43,ITS_44,ITS_45,ITS_46,ITS_47,ITS_48,ITS_49,ITS_50,ITS_51,ITS_52,ITS_53,ITS_54,ITS_55,ITS_56,ITS_57,ITS_58,ITS_59,ITS_60
OTU77,0,0,5.90E-05,0,0,0,0,0,7.50E-05,9.97E-05,0,8.51E-05,3.02E-05,0,0,0,0.026361315,0.000667702,0.000154716,3.08E-05,0,0.000563845,0.001198125,0,0.000212413,0.000390585,0.000168454,0.000660767,0.000598091,0,0.000229892,0.000316743,0,0.000339786,0.000243085,0,0,0,0.000149721,0.000888478,0,0,0.000309476,0.002823008,0,0,0.000112738,0,0,0,0,0,0,0,0,0,0.000284897,0
OTU78,0,0,9.44E-05,0,0.000195639,0,0.000594636,0.000359964,0.002427844,9.97E-05,0.001016712,0.000287326,0.00045307,0.000523828,0,0,0,0.000652174,8.44E-05,0,0.000280026,0.000227221,0.001386806,0.000415455,0.000531032,0.000311022,5.62E-05,0.000636066,5.58E-05,0,0,6.67E-05,0.000210597,0,0,0,0,0,0.000241857,0,0,0,0,0,0,0,0,0.00052559,0.000109173,0,0,0,0.000261101,0.000589544,0,0.000723699,0.000193972,0.000799347
OTU79,0,0,0,0,0,0,0,0,4.69E-05,0,0,0,0,0,0,0,0,0,0,0,2.55E-05,0,0,0,9.29E-05,0.000115729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74E-05,0,0,0,0,0.00014474,0,9.07E-05
OTU80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00199677,0.001113659,0.000721986,0,0,0,0,0.001700551,0,0,0,0,0,0,0,0.000553527,0,0.000909119,0,0,0,0,0,0.000425185
OTU81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000534549,0,0.000132333,0,0,0,0,0,0,0,0,0.000104037,0,0,0,0
OTU82,6.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.45E-05,0,0,0,0,0,0,0,0,0.000284897,0
OTU84,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000144053,0,0,0,7.76E-05,0,0,0,0.000176728,0,0,0,3.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.77E-05,0,0,0,0,0,0,0
OTU85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000519433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU86,0,0,0,0,0,0,0.000188302,0,0,0,0,0,0,0,0,0,0,0,0.000365692,4.62E-05,0.000178199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.54E-05,0,0,0,0,0,0
OTU87,0,0,0,0.000165368,0.000144918,0,0,0,0,0,3.18E-05,0,0,0,0,0,0.001935909,0,0.000225041,0,0,0.003551381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000267274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU89,0,0,0,0.00055703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.36E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU90,0.000101956,0,0.000129779,0,0,0.00016938,0,0,1.87E-05,0,0,0,3.02E-05,0,0,0.000141772,0,0,0,1.54E-05,6.36E-05,0,0,0,0,0,0,0,0,0,0,0.000425103,0,0,0,0,0,0,0,0,0,0,0,0,0.001288046,0,0.000364741,0,0,0,0,3.66E-05,0,0,0,0,0,0
OTU91,0,0,0,0,6.52E-05,0,0,0,0,0,7.94E-05,0,0.000166126,0,0,0,0,0,0,0,0.000267298,0,0,0,0,0,0,0,0,0,0.000159925,0,0,0,0,9.52E-05,0,0,0,0,0.000662022,0,0.000949527,0,0,0,0,0,0,0,0.00026213,4.88E-05,0,0,0,0,0,6.24E-05
OTU92,0.000501937,0,0.00067839,0.000269812,8.70E-05,0,0.000317139,0.000423487,0.002052888,0.000174418,0.000158861,0,0.000105716,7.86E-05,0,0.000677357,0.001029739,0.001071429,0.000604799,9.25E-05,0.002291126,0.000471273,0.000113209,0.000262839,0.000358447,0.00026039,0.000346267,0,0.000303033,0,0,0,0.000266757,0,0.000746619,0,0.003216767,0.000131286,0.000218823,0,0,0,0,0,0,0,5.97E-05,0,0,0,0,7.93E-05,0.000172216,0.000456608,0.0010501,0.000198065,0.000527362,0.000187081
OTU93,0,0,0,0,0,0,0,0,0,0,0,0.00019155,0,0,0,0.000157525,0,0,5.63E-05,0,0.000757344,0,0,0.000237403,0,0,8.42E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000517269,0,0,0,0,0,0,0,0,0,0,0
OTU94,0,0,0,0,0,0,0,0,0,0,0.000174747,0,0.000785321,0,0,0.000110267,0,0,0,0,8.91E-05,0,0,0,0,0.000224225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU95,0,0,0,0,0.00092023,0,0.000307229,5.29E-05,0,0,0,0,0,0,0,0,0,0.000232919,0.000365692,0.00028514,0.000381854,0.000109403,7.55E-05,0,0,0.001099426,0,0.00079045,0,0,0,0,0,0.000445969,0,0,0,0,0,0,0,0,0,0,0.000291134,0,0,0.000290951,4.55E-05,0,0.000308388,0.000195247,0.000327765,0.000248533,0,0,0,0
OTU96,5.49E-05,0.000694779,0,0.000522216,0.003934526,0.000543428,0.001724446,0.000402312,0.001809166,0.000199335,0.008673826,5.32E-05,0.000211432,0.000890507,0.009138924,0,0,0.003121118,0.007946778,0.000277433,0.000140013,0.002819225,0.002405683,0.009496113,0.002801195,0.001627439,0.000271398,0.00556403,0.001339724,0.003820673,0.001879117,0.000550133,0.000140398,0.003015598,0.00161478,0,0,0.001166989,0,0.002315641,0.004318423,0,0.000246174,0,0.019805911,0,0.002301183,0.003519574,0.034862669,0,0.001577919,0.002507703,0.007310827,0.007398202,0.004329721,0.001721642,0.00255801,0.003696271
OTU97,4.71E-05,0,0.000601702,0.00077462,0,0,0,0,0,0,0,0,0.000211432,0.00085122,0.002039938,0.000236287,0,0,0.001139273,2.31E-05,0,3.37E-05,0.000254719,0.000644379,0,0.001113892,0,4.94E-05,0.000103669,0,0,0.000375091,0,0,0,0.000468909,0,0.001378506,0.000840743,0,0,0,0,0,0.004799294,0,0,0.000112626,0,0.000240291,0.000226151,0,0,9.25E-05,0,0,0,0
OTU98,0,0,0.000961544,0.00043518,0.002137542,0.001990218,0.001318111,0,0.001893531,0.000884548,6.35E-05,0,0.000513479,0.003417975,0.007039642,0.000992407,0,0.00068323,0.000886101,0.000739822,0.001832901,0.000454442,0.000132077,0,0,0.000773938,0,0,0,0,0.000459784,0.007760209,0,0,0,0.000901185,0,0,0,0,0,0,0,0,0.000476401,0,0.004124887,0.00222437,0.001246395,0,0.000616776,0.00195247,6.11E-05,0.004751033,0.000331066,0,0,0
OTU99,0,0,0,0,0,0,0,0.002847947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU101,0.010744592,0.011222874,0.004040845,0.022115845,0.010209479,0.005159041,0.030524667,0.023101192,0.00509941,0.00331394,0.010532503,0.002862616,0.008049536,0.015387436,0.001068186,0.029000347,0.003418733,0.002795031,0.001279923,0.021817033,0.002870271,0.007111178,0.010085001,0.003450819,0.024892134,0.004976348,0.001647107,0.003618781,0.006148374,0.023885112,0.017671694,0.006368206,0.00540533,0.005999342,0.003715729,0.011627481,0.009664598,0.022245724,0.033019303,0.003861733,0,0,0,0.001552654,0,0.000421084,0,0.000347265,0.000636844,0.000270327,0.00025185,0.000604045,0.029598849,0.009045458,0.003083051,0.012706635,0.043461921,0.031537354
OTU102,0,0,0,0,9.42E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000370524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU103,0,0,0,0,0,0,0,0,0.000112487,0,0,0,0,0.000104766,0,0,0.000411896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000477824,0,0,0,0,0,0,0,0,0,0,0,0,0.003229614,0.000215867,0.000172858,0,0,0,0,0,0,0,0,0
OTU104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.32E-05,0,0.000786061,0,0.010569988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000399984,0,0,0,0.000321267,0
OTU105,0,0.000544557,0,0,0,0,0.000584726,0.000264679,0.000196852,0.00078488,0,8.51E-05,0,0,0,0,0,0,0,0,0,0.000345039,0,0,0,0.000470149,8.42E-05,0,0,0,0,0.03067408,0,0,0,0,0,0,0,0,0,0,0.000759622,0,0,0,0.000875378,0,0,0,0,0,0,0,0,0,0,0
OTU106,0,0,9.44E-05,0.000200183,0,0,0,0,0,0,0.000460698,0.003777801,0.000875934,0,0,0,0,0,0.000618864,0.000315966,0.000464589,8.42E-05,0,0,0.002177232,0,0,0,0,0,0,0,0,0,0,0,0,0.001232632,0.001071083,0,0.002036992,0,0.00175135,0,0,0.001086669,0,0.000122012,0.0004094,0,0.000909745,0,0,0,0.000563847,0,0,0.000153066
OTU107,0,0,0.000194668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000249108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000199992,0,0,0,0,0
OTU108,0,0,0,0.000539623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000419518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU110,0,0,0,0,0,0,0,0,0,0,0,0,7.55E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU111,0,0,0,0,0,0,0,0,0,0,0,7.45E-05,0,3.93E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000184136,0,0,0,0,8.62E-05,2.82E-05,0,0,0,0,0,0,0,0,0,0
OTU112,0.012054335,0.013782916,0.027448251,0.006266591,0.013252759,0.007720918,0.043854433,0.002922057,0.00203414,0.003376232,0.010468959,0.007172502,0.007898512,0,0.013856744,0.00018903,0.01388088,0.005310559,0.002053504,0.001687718,0.002093834,0.002852887,0.016764309,0.004146071,0.008961168,0.029930418,0.008740899,0.023590003,0.025175639,3.15E-05,0.010005298,0.018154387,0.023278016,0.023954893,0.005972948,0.001780389,0.001558345,0.002399621,0.002787119,0.000804528,0.000193514,0.000314115,0.00045718,0.001280436,0.001808558,0.002696296,0.000636639,0.000741457,0.000846093,0.003823197,0,0.000311175,0.002849889,0.004612317,0.001070791,0.007122724,0.004958417,0.030828713
OTU113,0,0,4.13E-05,0.000913878,0.00412292,0.000444623,0.009345702,0.000158807,0.00220287,0.003226731,6.35E-05,0.000266042,0.000181228,0.000340488,0,0,0.006796276,0.002717391,0.011125489,0.000986429,0.000458225,0.001195015,0.00412268,0.008885648,0.003186193,0.010661536,0.003303573,0.001815566,0.0030702,0.015763229,0.004407928,0.011077677,0.001797097,0.004990603,0,0,0,0,0,0,0,0,0,0,0.000370534,0,0.000225476,0.000319108,0.001801359,0,0.000277549,0.000115928,0.001588827,0.001468081,0.00217262,0.001462634,0.004703829,0.000306133
OTU114,0.000941132,0.000995224,0,0.000939989,0,0.00014115,0,0.000201156,0,0,0,0,0.000770218,0,0,0,0,0.000372671,0.00068919,0,0,0,0.000481137,0.001119185,0,0.000795637,0,0,0.000845302,0,0,0.000475115,0,0,0.000625076,0.000219801,0,0,0,0.000531688,0.001089791,0.005318285,0.00137154,0.003760649,0,0,0.000378004,0.001332745,0,0,0.003515625,0.002214833,0,0,0.00028451,0,0.000127294,0
OTU115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37E-05,0,0,0,0,0,0,0,0,0
OTU116,0.002211661,0.00206556,0.004270908,0.00239349,0.001659312,0.004269795,0.006322967,0.012037606,0.002277862,0.005880374,0.010310097,0.000372459,0.000664502,0.000340488,0.003256483,0.012066413,0.000494275,0.000139752,0.001940983,0.090905588,0.001024642,0.001094027,0.004707592,0.005816369,0.001181547,0.011739263,0.017753196,0.001130097,0.005023964,2.36E-05,0.002228952,0.007451801,0.004759498,0.000414114,0,0.000805938,0,0.002231866,0.002176717,0.000706585,0,0.000866523,0.00011957,0,0,0.000441459,0,0.008052784,0.000127369,0.002952144,0.00339227,0.002501602,0.007221941,0.010207207,0.006367845,0.009933724,0.001042601,0.003645249
OTU117,0.005058585,0.004456601,0.01529622,0.002759041,0.006608265,0.005751872,0.001892926,0.001725708,0.001237357,0.002454309,0.005020017,0.001734596,0.002114325,0.000811933,0.01666815,0.002315617,0.010297389,0.012872671,0.003460013,0.004731776,0.00363398,0.010755131,0.016641666,0.00401889,0.015240624,0.020838457,0.022844255,0.005823396,0.017113374,0.01762236,0.008366068,0.013436581,0.027812877,0.007921255,0.026287917,0.029519295,0.017763703,0.002961234,0.001865758,0.00313416,0.006110975,0.00936928,0.013694294,0.01045521,0.007816498,0.005148093,0.005212478,0.005931655,0.007569348,0.008465958,0.008819901,0.004234418,0.009971834,0.006236453,0.02942348,0.004791651,0.014020561,0.004336882
OTU118,0,6.26E-05,1.18E-05,0.000983507,8.70E-05,6.35E-05,0.000237855,0,0,0,0.000111203,0.000148984,0.000166126,6.55E-05,0,0,0,0.000543478,0,0.00174937,0.001202841,7.57E-05,0,0.002899706,7.97E-05,0,2.81E-05,0,0,0.007507425,0,0.001233631,0,0,0,9.52E-05,0.001250965,0.000247985,0,0.001140331,0,2.17E-05,0.001470009,3.02E-05,0,0,0.00140591,0.000290951,4.55E-05,0,0,0,0.000433316,4.05E-05,0,0.000213301,0.001254758,5.67E-05
OTU119,0,0,0,0,0.000275344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU120,0,0,2.36E-05,0,0,6.35E-05,5.95E-05,2.12E-05,0,0,0,0,0,2.62E-05,0,0,0,0,8.44E-05,0,0.000445497,0.000126234,3.77E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000203699,0,0.000147704,0,0,0.000176584,0.000630007,0.000450505,0,0,0,0,0,0,0.000341412,0,0,0
OTU121,0,0,0,0,0,0,0.000436067,0,0.000534313,0.000124584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000165791,0,0,0,0,0,0,0,0,0,0,0
OTU122,0,0,0,9.57E-05,0,0,0,0,0,0,0.000111203,0,0,0,0,0,0,0,0,0,3.18E-05,0,0,0,0,0,0,0,0,0,0,0.00025006,0,0,0,0,0,0,0,0,0.000112035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU123,0,0,0,0,0.001507148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000817336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000218836,0,0,0.001533274,0,0,2.29E-05,0,0
OTU124,0.012595486,0.056183221,0.020316307,0.029113538,0.045489787,0.017530859,0.030098511,0.011487073,0.009570768,0.010552282,0.037507149,0.031744174,0.031896096,0.028797423,0.005244496,0.032261113,0.015981547,0.029192547,0.028945962,0.032336372,0.026048826,0.019970209,0.041802281,0.020289462,0.032963823,0.042421919,0.060175567,0.044271396,0.053022751,0.01955239,0.040980739,0.02961549,0.040869907,0.05214649,0.028510409,0.03493373,0.021623824,0.047868422,0.031925185,0.024485627,0.034384421,0.034260152,0.022345544,0.052034078,0.028681076,0.047263293,0.026360815,0.036847588,0.013455607,0.029469944,0.032098067,0.019244028,0.033026493,0.028390602,0.004474562,0.018968538,0.025113353,0.062847943
OTU125,0,0,0,0,0,0,0.000109017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000358447,0,0,0,0,0.005230777,0.00014993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000231291,0,0,0,0,0,0,0
OTU126,0,0,5.90E-05,0,0,0,0,0,6.56E-05,4.98E-05,0,3.19E-05,0.000120819,9.17E-05,0,9.45E-05,0,0,0,0,0,0,2.83E-05,0.000551114,6.64E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000234254,0,0.000126604,0,0,0,0.000590217,0.000976095,0.00098256,0,0,0,0,0,0,0,0,0
OTU127,0,0,0,0,0.000224623,0.000656349,0,8.47E-05,7.50E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,9.43E-05,0,9.29E-05,0,0,0,0.000167465,0,0,0,0.000533513,0,0,0,0,0.000189636,0,0,0,0.000238294,0,0.00092756,0,0,0,0,0,0,0,0,2.78E-05,0,0,0,0,0.000340148
OTU128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.15E-05,0,0,0,0,0,0,5.63E-05,0,0.003612943,0.002318051,0.000305073,0,0,0,0,0,0
OTU129,0.007442787,0.004475379,0.001928987,0.000496105,0.000384033,0.003105305,0.006957246,0.000677579,0.001031131,0.0012583,0.009452246,0.00119187,0.003262101,0.001021464,0.013849326,0.064049652,0,0.001071429,0,0.00146423,0.002272033,0.001422236,0.0026321,0.003187981,0.001048789,0.00186613,0.001141745,0.001068343,0.002009585,0.003316501,0.00231891,0.001316985,0.001235504,0.004204848,0.002014134,0.008455018,0.012559689,0.004755479,0.005136592,0.010808655,0.000794427,0.000108315,0.000379811,0.000887231,0.000511689,0.000679168,0.000391267,0.000187711,0.000200151,0.001720653,0.000709293,0.003422923,0.000733305,0.000260093,5.17E-05,0.000137122,0.000290958,0.000810685
OTU130,0,0,0.00012388,0,0.000528951,0,0,0,0,0,0,0,0,0,0,0,0,0.000124224,0,0,0,0.000143065,9.43E-05,0,0,0.000773938,0,0,0,0,0,0,0,0,0,0,0.010550996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000295364,0.000519914,0.000126604,0,0.001623291,0.000618043,0.000809061,3.75E-05,0,0,0,0,0,0,0,0,0,6.80E-05
OTU133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00020745,0,0,0,0,0,0
OTU134,0,0.00025663,0.000171072,0.003864398,0,0.005674239,5.95E-05,2.12E-05,0,4.98E-05,0.000111203,0,6.04E-05,0,0,0,0.001606393,3.11E-05,4.22E-05,0.000755235,0,0.00028613,0,0.000203488,0.00025224,0.001641905,0.137327568,0,0,0,0,0.000825199,0.000350995,0,0.000277812,0.002198012,0.000450347,0.001225338,0.000564334,0.000965433,0,0,0.000126604,0,0.000449934,0,0,0,2.73E-05,0,0,1.83E-05,0.000383318,0,0,0.001173155,0,0.000357155
OTU135,0.00014117,0.000394334,0.00049552,0.000792028,0.000485476,0.000395221,0.00016848,0.000105872,0.005736837,0.026561351,0.000174747,0.000712994,0.000317149,0.000222627,0,0.001149932,0.000494275,0.002158385,0,0.001279275,0.001120106,0.001018287,0.000179247,0,0.000225689,0.000159127,0.011997679,0.000839854,0.0004386,0,0.000419803,0.013728318,0.000252717,0.000382259,0,0.000241781,0.000829211,0.000547026,0,0,0.000437953,0.000389935,0,0.000342794,0.002020291,0.000774251,0.000271898,0.000187711,0.000154662,0.000733745,0.000596217,0.000610147,0.000122217,0.000335231,0,0.000182829,0,0.000317471
OTU136,9.41E-05,0,0.000342145,0.000417773,0.000304328,0.000352876,7.93E-05,7.41E-05,3.75E-05,0,0,0.000106417,0,0,0,0,8.24E-05,0.000481366,4.22E-05,2.31E-05,0.000337305,0.000227221,0.000150945,0.000898739,0,0.011218482,0.005980122,0,0.000183415,0.002631144,0,0.000833535,0.000814309,0.002420973,0,0.000454256,0,0.000656431,0,0,8.15E-05,0,0,0,0,0,0.000590217,0.000422349,0.000282031,0,0.00051398,0.000317276,0.002255468,0,0,0,0.000193972,0.00019275
OTU137,0,0,0,0,3.62E-05,0,0,0,3.75E-05,0,0,0,0,0,0,6.30E-05,0,0,0,2.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000313628,0.000322477,0,0,0,0.000386844,0,0,0,0,0,0,0,0,0,0.016732683,0,0,0.000198065,0.000648595,0
OTU138,0,0,0,0,0.001862197,0,0.001516323,3.18E-05,4.69E-05,0.000323919,0,0,0,0,0,0,0,0,4.22E-05,0,0,0,0.000783026,0.000296754,0,0.000484615,0,0.00022849,0.000733658,0,0,0,0,0,0,0.000380989,0,0,0,0,0,0,0,0,0.000229378,0,7.29E-05,0.000178325,0,0,0,0,0,0,0,0,0,0
OTU139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000403496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU140,0,0,0,0,0,0,0,0,0,0,3.18E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.18E-05,0,0,0,0,0,0.000173632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.63E-05,0.02676753,0,0,0.001254112,0,0,0.013380343,0,0,0,0
OTU142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000402418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66E-05,2.81E-05,0,1.27E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000302442,0,0,0,0,2.82E-05,0,0.000261745,0,0,0,0,0,0,0.000424314,0
OTU144,0,0,0,0,0,0,0,2.12E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU146,0,0,0,0,0,0,0,0,0,0,0.000428925,0,0,0,0,0.000110267,0,0,0,0,0,0,0,0.000305232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000366659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU147,0,0,0,0,0,0,0,0,5.62E-05,9.97E-05,0,0.000106417,6.04E-05,0,0,0,0,0,0,0,0,0,2.83E-05,0,0,0,7.49E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000179175,0,0,0,0
OTU148,0,0,5.90E-05,0,0.000152164,0,0.000188302,0,3.75E-05,0,0,0,3.02E-05,3.93E-05,0,0,0.000370706,6.21E-05,0,0.000531747,0,0,0,1.70E-05,0,0,0,0,3.19E-05,0,0,0.000141701,2.81E-05,0,0,0.000205148,0.00035027,0,9.21E-05,0,0.000162959,0.000357441,0,0,0,0.001256461,0.001147276,0,0.000263835,0,0,0.000219653,0,0,0,0,0,5.67E-05
OTU149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000173594,0,0,0.000167465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11E-05,0,0,0,0,0
OTU150,0,0,5.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03E-05,0,1.91E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000549988,8.67E-05,0.000836991,0.000161315,0.000123511,0,0,0.000459891,0,9.01E-05,0,2.44E-05,0,0,0,0,0,0
OTU151,0,0,2.95E-05,0,0,0,0,0,0,2.49E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000203973,0.000483944,7.06E-05,0,0,0,6.37E-05,0,0.002127878,0,0,0,0,0,0,0
