,ITS_1,ITS_2,ITS_3,ITS_4,ITS_5,ITS_6,ITS_7,ITS_9,ITS_10,ITS_11,ITS_13,ITS_14,ITS_15,ITS_16,ITS_17,ITS_18,ITS_19,ITS_20,ITS_21,ITS_22,ITS_23,ITS_24,ITS_25,ITS_26,ITS_27,ITS_28,ITS_29,ITS_30,ITS_31,ITS_32,ITS_33,ITS_34,ITS_35,ITS_36,ITS_37,ITS_38,ITS_39,ITS_40,ITS_41,ITS_42,ITS_43,ITS_44,ITS_45,ITS_46,ITS_47,ITS_48,ITS_49,ITS_50,ITS_51,ITS_52,ITS_53,ITS_54,ITS_55,ITS_56,ITS_57,ITS_58,ITS_59,ITS_60
OTU685,0.000941132,0.000895076,0.000129779,0.002106271,0.003572231,0.000825729,0.000227944,0.001154001,0,6.23E-05,0,8.51E-05,0.000241637,0,0,0,0,0.000279503,0.001040817,0,0.000897358,0,0.000849065,0.000474806,0.000531032,0.002292881,0.000224606,0.000166736,0.000741633,0,0.000469779,0.000433438,0.001291663,0.00250592,0.002969111,0,0,0,0,0.000650618,0.005021185,0,0,0.004264758,0.007287164,0.004238008,0.000397899,0.001032408,0,0.000768072,0,0.000176943,0.000672196,0.002161662,0,0.000495163,0.000145479,0
OTU686,0,0.000469445,0.000407034,0.000844249,5.07E-05,4.94E-05,0.001585697,0,0,6.23E-05,0.000127089,0,0,0,0,7.88E-05,0,0,0.000253172,0.000439269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000682392,0,0,0.000211726,0,0,0.000696323,0.000244024,0.001155417,0,0,0,0,0.000208074,0,0,0,0.000147397
OTU687,0,0,0,0.001766831,0,0.000127035,0.000218033,0.000285853,1.87E-05,0.000398669,0.000127089,0.002277323,0.00019633,0.002606042,0,0.00094515,0,7.76E-05,0.004107007,0.000932484,0.003233033,0.005074604,0.000122643,0.003264289,0,0,0.000889064,0.000839854,0.000191389,0,0.001029516,0.002642305,0.002246371,0.001231723,0.000920251,0.001428707,0.00188717,0.001393093,0.003766066,0.004148565,0.000631467,0,0,0,0.000661667,0.002125795,0,7.51E-05,0.000218347,0,0.000657895,6.71E-05,0.000172216,0,5.69E-05,0.000418984,0.001182019,0.001456966
OTU688,0.000313711,0,0,0,0,0,6.94E-05,0,0,0,4.77E-05,0,0,0,0,0,0,4.66E-05,0,0.00013101,0,0,0,0,0.000199137,0,0,0,7.97E-05,0,0,0,0,0,0,0,0,0,0.00042613,0,0,0,0,0,0,0,0,0,0.000764213,0,0,0,0,0,2.59E-05,0,0,0
OTU689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000471247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000485223,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU692,0,0,0,0,2.17E-05,0,0,0,0,0,0,0.0001277,0,0,0,0.000173277,0,0.007872671,0.000196911,0.000724409,7.64E-05,0.000244052,0.003952867,0.007673198,0.000451377,0.004875085,0.010032381,0.002284896,0.001020742,0.003584342,0.000819615,0.00670162,0.006360037,0.003450949,0.012362614,0.001069699,0.006705173,0.003442617,0.001071083,0.000559671,0,0,0.00011957,0,0.000344067,0,0,0.000337879,0,0.000304654,0,0,0.0005722,0,8.28E-05,9.90E-05,0,0.000901391
OTU693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000132758,0,0,0,0,0,0,0,7.02E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000103775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU695,0.000203912,0,0,0,2.90E-05,0,7.93E-05,3.18E-05,0,3.74E-05,0.001223232,0,9.06E-05,0.000170244,0,0,0.001235687,0.000419255,0,0,0.000127285,0,0,0.000873303,0,0.000144661,6.55E-05,0,0,0,0,0,0,0,0,0,0,0.000897123,4.61E-05,0,0,0,0,0,0.000282311,0,0.000364741,0,0,8.58E-06,7.71E-05,6.71E-05,0,0,0,0,1.82E-05,0.00019275
OTU696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003553202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000203699,0,0,0,0.001702691,0,0,0,0.00339347,0,0,0,0,0,0,0,0,0
OTU697,0,0.000669742,0.00043063,0,0,0,0.000178391,0,0,0,0.001747474,6.39E-05,0,0,0,0,0,0.000108696,0,0.000932484,0.000757344,1.68E-05,0,0.000686772,0,0.001034328,0.000786119,0.000222314,0,0,0,0.000958565,0.000196557,0,0.000816071,0,0,0.000371978,0,0,0,0,0,0,0,0,0,0,0,0,3.08E-05,0,0,0,0,1.52E-05,0,0
OTU698,0,0,0,2.61E-05,0,0,0,0,0.000178104,0,0,0,0,0,0,0,0,0,0,1.54E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22E-05,0,0,0,0,0
OTU699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031505,0,0,0,0,0,0,0,0.022443045,0.000146034,0.001461079,8.42E-05,0,0,0.002922618,8.00E-05,0.001417009,0,0,0.000277812,0,0.001472565,0.00035739,2.30E-05,0.003672844,0.000142589,0,8.44E-05,0,0.000441112,0,0,2.82E-05,7.28E-05,0,0,0,0.001333281,0,0,0,0.001121402,0.000374162
OTU700,0,0,0,0.000809435,6.52E-05,0,2.97E-05,0,0,0,0,0,3.02E-05,0,0,0,0,0,0,0,0,0,0,9.33E-05,0,0,0,4.32E-05,0,0,0,0,0,0,0,0,0,0,0,0,9.17E-05,0,0,0.000332712,0.000767534,0,9.28E-05,0,0,0,0,0,0,0,0,0,0,0.000827693
OTU701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000736282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000226151,0,0,0,0,0,0,0
OTU702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.57E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000139265,0,0,0,0,0,0,0,0,0,0,0
OTU704,0,0,0,0,0,0,0,0,0,0,0,5.32E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU705,0.000729377,0.00103278,0.001634035,0.002541451,0,0.000183495,0,0,0,0,0.000142975,0.000223476,0,0,0,0,0,0,0,2.31E-05,0,0,0,0.000195009,0,0,0,0.00087073,0,0,0,0,2.81E-05,8.49E-05,0,0,0.000314528,3.65E-05,0,0.00027284,0.000366659,0,0.000302442,0,0,0.00012225,0,6.57E-05,0,0,0,0,0.000305544,0,0,4.57E-05,0,0
OTU706,6.27E-05,0.00025663,0.002707661,0.00021759,0.00060141,0.000204668,2.97E-05,0,0,0,0,0,0,0,0.003226811,0,0,0,0,0,1.27E-05,0,0.000339626,0,0,0.001909529,0,0,9.57E-05,0,0,0,0,0,0,0,0,0,6.91E-05,0,0,0,0,0,0.001711513,0,0,0,0,0,0,0,0.001594382,0,0,0.00014474,0.00029702,0
OTU707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000126586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU708,0.005819334,0.019785557,0.008718787,0.006127334,0.01466571,0.011108523,0.044112109,0.005441802,0.046513372,0.003475899,0.017570058,0.000989678,0.004319263,0.028600987,0.018938045,0.01066444,0.006549139,0.008928571,0.021533658,0.005648847,0.005893284,0.018017791,0.005490618,0.00951307,0.010195818,0.009996094,0.001169821,0.006484163,0.005893189,0,0.023359021,0.009085529,0.002765844,0.009821931,0.001909954,0.005106713,0.004060275,0.006177747,0.00301746,0.008527994,0.000264809,0.001841361,0.000731488,0.003407773,0.017370975,0.002757422,0.012381293,0.001848949,0.008715667,0.006779632,0.010305304,0.018530157,0.014504991,0.030407768,0.007950754,0.005317285,0.003242975,0.005623774
OTU709,0,0,0.001097222,0,0,0,0,0,0,0.00023671,0.000969054,0,0.000120819,0,0,0,0,0,0.000351627,0,0.000840079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001808538,0,0,0,0.000478693,0,0,0,0,0,0,0,0,0,0.000128495,0.000237957,0,0,0,0,0,0
OTU710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45E-05,0,0,0,0,0,0,3.71E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.29E-05,0.000122012,0.000336618,0,0,0,2.78E-05,0,0,0,0,0
OTU711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000210732,0,0,0,0,0,0,0
OTU712,0,0,0,0,0,0,0,0,0,0,0,0,0.000105716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU713,0,0,0,2.61E-05,2.17E-05,0,0.000148659,3.18E-05,0.000234348,0,0,2.13E-05,0,0,0,0,0,4.66E-05,0,5.39E-05,0,8.42E-05,0,0,0,0,0,0,6.38E-05,0,0,0,0,0.000159275,0,0,0,0,0,0,0,0,2.11E-05,0,0,0,0,0,0,0,0,0,0,0,5.69E-05,0,0,0
OTU714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000475115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000118215,0,0,0,0,0.000167594,0,2.27E-05
OTU715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001945327,0,0,0,0.000599912,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU716,0.002682227,0.00274782,0.000330346,0.000826842,0.000594164,0.002745372,0.001248736,0.000921083,0.001968522,0.007063924,0.000953168,0.000180909,0.000407763,0,0,0,0.002512563,9.32E-05,0.001715941,0.003275252,0.000649152,0.004805305,0.003132105,0.002942099,0.001101892,0.00018806,0.001038801,0.002025529,0.000829353,0,0.002418863,0.000391761,0.002035773,0.001083067,0.001458511,0.00638156,0.007741686,0.003741658,0.001405077,0.007737458,0,0,0.000154738,2.02E-05,0.000388178,0,0,0.000187711,0.000382106,0,0,0,0.000183326,0,0,0,0,0.002556776
OTU717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000564062,0,0,0,0,0,0,0,0,0
OTU718,2.35E-05,0,0,0,0,0,0,0,0,0,0,8.51E-05,0,5.24E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02E-05,0,0,1.99E-05,0,0,0,0,0,0,0,0,0,0,0
OTU719,0.000172541,0,0.000141577,0.00033944,0.000144918,0.00014115,0.000208123,3.18E-05,0.000140609,0,0.000587787,0.001170586,0.000226535,0.000301201,0,3.15E-05,0,0.000419255,0.000182846,0.000184955,0,0,0,0.000118701,0,0,7.49E-05,0,0,0,9.00E-05,0,0,0,0,0.000593463,0.000250193,0.000204223,0.001025015,0,0.001874032,0.001299784,0.002510972,0.002702021,0.00122629,0.001222502,0.000165791,0.004946174,0.000791506,0,0.00208162,0,7.22E-05,0,0,0,0,0.000561244
OTU720,0,0,0,0,0,0,0.000138748,9.53E-05,0.002099757,0.000224252,0,0.000329893,0.000271842,0,0,0,0,0,0,0,0,0,0,0.000373062,0,0,0,0,0,0,0,0.000600145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000596849,0.000478662,0.001237297,0,0,0.000378291,0,0,0,0,0,0
OTU721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU722,0,0,4.72E-05,0,0,7.06E-05,0,0,0,0,0,0,0,0,0,0,0.002347805,0.000124224,0,7.71E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000541533,0,0,0,0,0,0.000454733,0,0,0,0,0,0,0.0009218,3.75E-05,0.000200151,0,0.002045641,0.000573538,0,0.000236974,0,0,0,0
OTU723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00037304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33E-05,0,0,0,0,0
OTU725,0.003646887,0.01022765,0.001569146,0.003176814,0.00376787,0.00434037,0.002338903,0.002106846,0.001162366,0.000921923,0.003653809,0.002724274,0.021671827,0.00331321,0.003330663,0.004678492,0,0.000124224,0.000295367,0.001371753,3.18E-05,0.000656416,0,0.002992971,0.001194822,0.001164523,0.000364984,0.000345822,0.005023964,0.003040783,0.001189441,0.002900701,0.000673911,0.000998121,0.015401177,0.00062277,0.0028522,0.00049597,0.002130649,0.003190127,0.000641652,0,0,0,0.001711513,0,0.003143403,0.002524707,0.001073537,0.016743116,0.003325452,0.001653498,0.006233091,0.001930468,0.003108916,0.004517407,0.001654826,7.37E-05
OTU726,0.001137201,0,0,0.000243701,0.000659377,0,0.000247765,0.000232918,0,0.000261627,0,0.000340534,0.000226535,0.001401239,0,0.000456822,0,0.00068323,0.000436018,0.000369911,0,0.001935587,0.000150945,0.000144137,7.97E-05,0,0,0,2.39E-05,0,0,0,0,0,0,0,0,0,0,0.002707411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000508626,0.000584538,0.001531195,0,0.000294795
OTU727,0.000996032,0.001208039,0.004182422,0.002367379,0.001710033,0.002321921,0.001585697,0.001355157,0.002362227,0.001357968,0.000508356,0,0.000226535,0,0,0.00100816,0.001400445,0.001040373,0,0.000978722,0.000649152,0.004367694,0.00144341,0.001059834,0.002708264,0.001482778,0.00208696,0.00046933,0.000757582,0,0.001029516,0.002733994,0.002400809,0.000849464,0,0.001414054,0.003345438,0,0.00065647,0.000293828,0.000427768,0.001364774,0.000372777,0.002439885,0.000635201,0,0.001067696,0.001473528,0.000927973,2.15E-05,0.000729852,0.00066506,0.000505536,0,0.001313918,0.000175211,0.00129719,0.00064628
OTU728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000391267,0,0.003448056,0,0,0,0,0,0,0,0,0
OTU729,0.000439195,0.005345418,0.000159274,7.83E-05,0,0,0.001020792,0.000645817,0.000459322,0.001357968,0.001302663,0.000638502,0.001072265,0,0,0.000551337,0,0,7.03E-05,0.000577986,0,0.000563845,0,0.00133963,0,0,0,0,0,0,0.00031985,0.000333414,0,0,0,0.000542176,0,0,0.001140185,0,0.000611098,0.001050659,0.000942494,0,0,0,0.000245371,0.000835312,0.001291884,0.00317098,0.004656661,0.00424052,0,0,0,0,0,0.005340318
OTU730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.68E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.96E-05,4.69E-05,0,0,0,0,0,0,0,0,0,0
OTU732,0,1.25E-05,2.36E-05,0.000504809,9.42E-05,0.000268185,0,0,5.62E-05,0.000448503,0.000190634,2.13E-05,0.00039266,0.000222627,0,0.001401972,0.000329516,6.21E-05,0,0.00015413,0,0,5.66E-05,0.000356104,0,0,1.87E-05,0.000345822,9.57E-05,0.000685358,7.00E-05,0,0.000252717,0.000350404,0.000225722,0.000278415,0,0.000167755,0,7.00E-05,0.000886091,0,0,0.000534355,0.000538156,0,0,7.51E-05,0,0,6.17E-05,0.000152537,0,1.73E-05,0,2.29E-05,0,0.000147397
OTU733,3.14E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000117861,0,0,0,0,0,0,0,0,0,0,0,0.000101263,0,2.47E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000132333,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000748988,0,0.000220445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001906867,0.001446048,0.000883299,0.000479727,0,0.000716081,0.000448561,0
OTU735,0,0,0,0,0,0,0,0,8.44E-05,0,0,0,0,0.000104766,0,0,0,0,0,0,0.000267298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU736,0,3.13E-05,0,0,0,0,0,0,0,0,0,2.13E-05,0,0,0,3.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.70E-05,0,0,0,0,0,0,1.33E-05,0,0,0,0,0,2.22E-05,0,0,0,0,0
OTU737,0.000156855,0.002247078,0.001227001,0.000696288,0.00028259,0.000218783,0.000673921,0.000254092,0.002962158,0.000249168,0.002224058,0.000851336,0.001842483,0.011799217,0,0.005796919,0.003295164,0.001677019,0.001195533,0.00188038,0.002163841,0.000816313,0.000113209,0.000390019,0.000491205,7.23E-05,0.00013102,0,0.000127593,0,0.001129469,0,0,0,0,0.00124554,0.002344666,0.002997702,0.011781914,0.001364199,0.000295364,0.000162473,0.000759622,0.001613147,0.002117336,0,0.003972359,0.003247393,0.001956021,0.001604799,0.000596217,0.006766527,0,0,0,0,0,0.000442192
OTU738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000766245,0,0,0,0,0,0.005771269,0,0,0,0,0,0,0,0
OTU739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000100184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU740,0,0,0.00030675,0,8.70E-05,0,0.00048562,3.18E-05,0.000131235,0,0.000381267,0.000148984,0.000437967,0.000798837,0,0.001591002,0,0.000263975,2.81E-05,0,0.000299119,0,0,0.000186531,0,0,0,0,0.000183415,0,0,0,0.000196557,0,0,0,0.000729134,0.000525145,0,0,0,0,0,0.000584766,0,0,0,0,0,0,0,7.32E-05,0,0,0,0,0,0
OTU741,0,0,0,0.001096653,0.000166656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU742,0.00116073,1.88E-05,8.85E-05,0.000295922,0.000840525,0.00011292,0,0.000899909,0.000459322,8.72E-05,0.000921395,0.000542726,0.001842483,0,0,6.30E-05,0,0.000263975,0.001279923,0.001864967,0.00063006,0.00099304,0.001952849,0.024935774,0.00025224,0.000925832,0.004988115,0.010973674,0.001020742,0,0.000679681,0.001625393,0.004675259,0.02322223,0.003281649,0.002989296,0.001343894,0.003158163,0.002107615,0.002812349,0.000193514,0.00070405,0.000253207,0.006029137,6.18E-05,0,0.002738872,0.000103241,5.46E-05,0,0,0,6.67E-05,0,0,0,0.001097156,0.000810685
OTU743,0,0,0,0.000469994,0,0,0,0.000211743,0.000103113,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000113209,0,0.000119482,0,0,0,0,0,0.000539746,0,0,0,0,0,0,0,0,0,0.000875906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000181849,0
OTU744,0,0,0.004754629,0.000704992,0.001021672,0.007607998,0.000257676,0.000116459,0.002099757,0.000672755,0.000460698,0.0001277,0.00019633,0,0,0.000267792,0,0,0.00229261,0.000477801,0.000171834,0.001211846,7.55E-05,0.00076308,0,8.68E-05,2.81E-05,0.001253605,0,0,3.00E-05,0.000258396,0.000294836,0,0.004236626,0.011371046,0,0,0,0.001308232,0,0.002101318,0.000246174,0.001411504,0,0.000332792,0,0.000337879,0,0,0,0,0.000611087,0,0,0,0,0.000255111
OTU745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003602484,0.000112521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022291258,0,0,0,0,0.00088974,0,0,0
OTU746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50E-05,0,0,0,0,0,0,0,0,2.04E-05,0,1.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU747,0,1.25E-05,0,0.000365551,0.000144918,2.82E-05,0,0.000116459,0,0,0.000111203,2.13E-05,0,0.001728631,0,0.00018903,0,4.66E-05,0,0,0,0.000235637,7.55E-05,0.000220445,9.29E-05,1.45E-05,0.000112303,0,0,0,6.00E-05,0,0,0,0.000277812,0,0,0,0.000322477,0,0,0,0,0,0,0,0,0,0,0,0.00026213,9.76E-05,0,0,0,0,0,0
OTU748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU749,0.00050978,0,0.001616338,0.000147961,0,0.000508141,0.00032705,0.00070934,8.44E-05,0.000161959,0.000508356,0.000851336,0,0,0,0.00012602,0,0.000186335,0.000253172,0.00052404,0.000776437,0.000260883,0.001471712,0.001051355,0.00066379,0.000318255,0.009358564,0.000518733,0.000996818,0,0.000639699,0.001733752,0.001642659,0,0.000572986,0.002029497,0.000464644,0.000955472,0.002234302,0.000223869,0,0,0,0,0,0,0.000265266,0,0,0,0,0,0.000199992,0,0.000506945,0,0.000151541,0
OTU750,0.000525465,0,0.000566308,0,0.00060141,0.000494026,0,8.47E-05,0.000103113,0,0.00069899,0.000659785,0.001646153,3.93E-05,0,0.001480735,0,0.001754658,0,0.000470095,0.000490046,0.000807897,0,0.000618943,0.000398274,0.000137428,0.000720609,0,0.000279109,0,0.000179915,0.001550375,0,0,0.005747226,0.000395642,0.003009464,7.29E-05,0.000529783,0.000853499,0.004664711,0.000465756,0.000295409,0,0.000105867,0.00388484,0.000477479,0.000244024,0.000855191,0.002424362,0.002472245,0.000683364,0.000594421,0,0,0.000281862,0,0.001371929
OTU751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51E-05,0,0,0,0
OTU753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000825515,0,0,0.000189905,0,0,0,0,0.000384807,0,0.0003776,0,0,0,0,0,0,0,0
OTU754,0,0,0,0,0,0,0,0,0,0,0.00049247,0,0.000181228,0,0,4.73E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000428902,0.001385799,0.00011517,0.000566667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU755,0,0,8.26E-05,0.000330737,2.90E-05,0,4.96E-05,0.000137633,0,0.000112126,4.77E-05,0.0001277,7.55E-05,0,0,0,0,0.000139752,7.03E-05,6.94E-05,0.000286391,0.000109403,8.49E-05,0,0,5.06E-05,6.55E-05,0,0,0,0.000259878,0,0,0,0,0,0,0,0,0.000160906,0.000193514,0.000682387,0.000471247,0,0,0,0.000139265,0.000253409,0.000118271,0,0.000143914,0.000195247,0.00032221,0,0,9.14E-05,0.000272774,0
OTU756,0,0,0,0,0,0,0.001010882,0,0,2.49E-05,0,0,0,0,0,0,0,0.000201863,8.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006929,0.000103653,0,4.07E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000140783,0,0,0,2.44E-05,0,0,0,0,0,0
OTU758,0,0,1.18E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000271717,0,0,0.00016992,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000149978,0,0,0,0,0,0,1.83E-05,0,0,0,0,0,0
OTU759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002900047,0,0.000347265,0,0,0.000174753,0.000335581,0,0,0,0,0,0
OTU760,0,0,0,0.000182776,0,0,0,0,0,0,3.18E-05,0,0,0,0,0,0,6.21E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU761,0,0,0.000100284,0,0,0.00016938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64E-05,0,0,0,7.71E-05,0,0,0,0,0,0,0
